player,game,round,current_score,round_score,placement,round_wins,game_wins,last_trick
Random3,49,11,51,19,4,0,2,False
Random4,49,11,58,19,2,0,4,False
ISMCTS,49,12,21,1,3,136,43,False
DQN,49,12,66,19,4,210,0,False
Random3,49,12,47,-4,1,0,2,False
Random4,49,12,58,-4,2,0,4,False
ISMCTS,49,13,32,11,3,136,43,False
DQN,49,13,56,-10,1,210,0,False
Random3,49,13,60,13,4,0,2,False
Random4,49,13,60,13,2,0,4,False
ISMCTS,49,14,32,0,2,136,43,False
DQN,49,14,50,-6,1,210,0,False
Random3,49,14,64,4,3,0,2,False
Random4,49,14,78,4,4,0,4,False
ISMCTS,49,15,32,0,1,136,43,False
DQN,49,15,50,0,1,210,0,False
Random3,49,15,67,3,3,0,2,False
Random4,49,15,91,3,4,0,4,False
ISMCTS,49,15,23,-9,1,136,44,True
DQN,49,15,61,11,3,210,0,True
Random3,49,15,68,1,2,0,2,True
Random4,49,15,104,1,4,0,4,True
ISMCTS,50,1,0,0,2,136,44,False
DQN,50,1,-10,-10,1,210,0,False
Random3,50,1,1,1,3,0,2,False
Random4,50,1,25,1,4,0,4,False
ISMCTS,50,2,1,1,2,136,44,False
DQN,50,2,-10,0,1,210,0,False
Random3,50,2,6,5,3,0,2,False
Random4,50,2,35,5,4,0,4,False
ISMCTS,50,3,1,0,2,136,44,False
DQN,50,3,-11,-1,1,210,0,False
Random3,50,3,23,17,4,0,2,False
Random4,50,3,35,17,2,0,4,False
ISMCTS,50,4,1,0,2,136,44,False
DQN,50,4,4,15,4,211,0,False
Random3,50,4,30,7,3,0,2,False
Random4,50,4,29,7,1,0,4,False
ISMCTS,50,5,2,1,3,136,44,False
DQN,50,5,2,-2,1,211,0,False
Random3,50,5,30,0,2,0,2,False
Random4,50,5,46,0,4,0,4,False
ISMCTS,50,6,-6,-8,1,136,44,False
DQN,50,6,2,0,2,211,0,False
Random3,50,6,41,11,3,0,2,False
Random4,50,6,59,11,4,0,4,False
ISMCTS,50,7,-12,-6,1,136,44,False
DQN,50,7,22,20,4,212,0,False
Random3,50,7,43,2,3,0,2,False
Random4,50,7,59,2,2,0,4,False
ISMCTS,50,8,-9,3,2,136,44,False
DQN,50,8,30,8,3,212,0,False
Random3,50,8,58,15,4,0,2,False
Random4,50,8,49,15,1,0,4,False
ISMCTS,50,9,-13,-4,1,136,44,False
DQN,50,9,33,3,2,212,0,False
Random3,50,9,62,4,3,0,2,False
Random4,50,9,62,4,4,0,4,False
ISMCTS,50,10,-13,0,2,136,44,False
DQN,50,10,47,14,4,213,0,False
Random3,50,10,60,-2,1,0,2,False
Random4,50,10,66,-2,3,0,4,False
ISMCTS,50,11,-13,0,2,136,44,False
DQN,50,11,54,7,3,213,0,False
Random3,50,11,51,-9,1,0,2,False
Random4,50,11,84,-9,4,0,4,False
ISMCTS,50,12,0,13,4,137,44,False
DQN,50,12,57,3,2,213,0,False
Random3,50,12,45,-6,1,0,2,False
Random4,50,12,90,-6,3,0,4,False
ISMCTS,50,13,14,14,4,138,44,False
DQN,50,13,47,-10,1,213,0,False
Random3,50,13,54,9,3,0,2,False
Random4,50,13,93,9,2,0,4,False
ISMCTS,50,13,19,5,3,138,45,True
DQN,50,13,51,4,2,213,0,True
Random3,50,13,54,0,1,0,2,True
Random4,50,13,100,0,4,0,4,True
ISMCTS,51,1,-8,-8,1,138,45,False
DQN,51,1,19,19,4,214,0,False
Random3,51,1,4,4,3,0,2,False
Random4,51,1,1,4,2,0,4,False
ISMCTS,51,2,-7,1,2,138,45,False
DQN,51,2,24,5,3,214,0,False
Random3,51,2,21,17,4,0,2,False
Random4,51,2,-6,17,1,0,4,False
ISMCTS,51,3,-9,-2,1,138,45,False
DQN,51,3,37,13,4,215,0,False
Random3,51,3,26,5,3,0,2,False
Random4,51,3,-6,5,2,0,4,False
ISMCTS,51,4,-16,-7,1,138,45,False
DQN,51,4,51,14,4,216,0,False
Random3,51,4,30,4,2,0,2,False
Random4,51,4,-1,4,3,0,4,False
ISMCTS,51,5,-26,-10,1,138,45,False
DQN,51,5,75,24,4,217,0,False
Random3,51,5,31,1,2,0,2,False
Random4,51,5,0,1,2,0,4,False
ISMCTS,51,6,-22,4,3,138,45,False
DQN,51,6,76,1,2,217,0,False
Random3,51,6,31,0,1,0,2,False
Random4,51,6,11,0,4,0,4,False
ISMCTS,51,7,-20,2,1,138,45,False
DQN,51,7,79,3,2,217,0,False
Random3,51,7,35,4,3,0,2,False
Random4,51,7,18,4,4,0,4,False
ISMCTS,51,8,1,21,4,139,45,False
DQN,51,8,80,1,3,217,0,False
Random3,51,8,29,-6,1,0,2,False
Random4,51,8,18,-6,2,0,4,False
ISMCTS,51,9,11,10,3,139,45,False
DQN,51,9,80,0,2,217,0,False
Random3,51,9,20,-9,1,0,2,False
Random4,51,9,33,-9,4,0,4,False
ISMCTS,51,10,2,-9,1,139,45,False
DQN,51,10,80,0,2,217,0,False
Random3,51,10,28,8,3,0,2,False
Random4,51,10,50,8,4,0,4,False
ISMCTS,51,11,7,5,2,139,45,False
DQN,51,11,85,5,2,217,0,False
Random3,51,11,28,0,1,0,2,False
Random4,51,11,56,0,4,0,4,False
ISMCTS,51,12,8,1,1,139,45,False
DQN,51,12,89,4,2,217,0,False
Random3,51,12,32,4,2,0,2,False
Random4,51,12,63,4,4,0,4,False
ISMCTS,51,12,6,-2,1,139,46,True
DQN,51,12,103,14,4,218,0,True
Random3,51,12,35,3,3,0,2,True
Random4,51,12,64,3,2,0,4,True
ISMCTS,52,1,-10,-10,1,139,46,False
DQN,52,1,5,5,3,218,0,False
Random3,52,1,17,17,4,0,2,False
Random4,52,1,4,17,2,0,4,False
ISMCTS,52,2,-20,-10,1,139,46,False
DQN,52,2,17,12,3,218,0,False
Random3,52,2,18,1,2,0,2,False
Random4,52,2,17,1,4,0,4,False
ISMCTS,52,3,-16,4,3,139,46,False
DQN,52,3,18,1,2,218,0,False
Random3,52,3,34,16,4,0,2,False
Random4,52,3,12,16,1,0,4,False
ISMCTS,52,4,-25,-9,1,139,46,False
DQN,52,4,18,0,2,218,0,False
Random3,52,4,40,6,3,0,2,False
Random4,52,4,31,6,4,0,4,False
ISMCTS,52,5,-8,17,4,140,46,False
DQN,52,5,12,-6,1,218,0,False
Random3,52,5,45,5,3,0,2,False
Random4,52,5,31,5,2,0,4,False
ISMCTS,52,6,-18,-10,1,140,46,False
DQN,52,6,22,10,3,218,0,False
Random3,52,6,61,16,4,0,2,False
Random4,52,6,31,16,2,0,4,False
ISMCTS,52,7,-18,0,1,140,46,False
DQN,52,7,30,8,4,219,0,False
Random3,52,7,63,2,2,0,2,False
Random4,52,7,37,2,3,0,4,False
ISMCTS,52,8,-18,0,2,140,46,False
DQN,52,8,44,14,4,220,0,False
Random3,52,8,57,-6,1,0,2,False
Random4,52,8,45,-6,3,0,4,False
ISMCTS,52,9,-2,-10,1,140,46,False
DQN,52,9,70,0,2,220,0,False
Random3,52,9,83,0,2,0,2,False
Random4,52,9,45,0,6,0,4,False
ISMCTS,52,10,5,7,3,140,46,False
DQN,52,10,84,14,4,221,0,False
Random3,52,10,78,-5,1,0,2,False
Random4,52,10,45,-5,2,0,4,False
ISMCTS,52,11,6,1,2,140,46,False
DQN,52,11,84,0,1,221,0,False
Random3,52,11,92,14,4,0,2,False
Random4,52,11,46,14,2,0,4,False
ISMCTS,52,12,19,13,4,141,46,False
DQN,52,12,93,9,3,221,0,False
Random3,52,12,93,1,2,0,2,False
Random4,52,12,39,1,1,0,4,False
ISMCTS,52,13,32,13,4,142,46,False
DQN,52,13,93,0,1,221,0,False
Random3,52,13,96,3,3,0,2,False
Random4,52,13,39,3,1,0,4,False
ISMCTS,52,13,34,2,2,142,47,True
DQN,52,13,83,-10,1,221,0,True
Random3,52,13,100,4,3,0,2,True
Random4,52,13,59,4,4,0,4,True
ISMCTS,53,1,-10,-10,1,142,47,False
DQN,53,1,2,2,2,221,0,False
Random3,53,1,7,7,3,0,2,False
Random4,53,1,17,7,4,0,4,False
ISMCTS,53,2,-9,1,2,142,47,False
DQN,53,2,2,0,1,221,0,False
Random3,53,2,15,8,4,0,2,False
Random4,53,2,24,8,3,0,4,False
ISMCTS,53,3,-9,0,2,142,47,False
DQN,53,3,15,13,4,222,0,False
Random3,53,3,23,8,3,0,2,False
Random4,53,3,19,8,1,0,4,False
ISMCTS,53,4,-3,6,3,142,47,False
DQN,53,4,15,0,2,222,0,False
Random3,53,4,13,-10,1,0,2,False
Random4,53,4,39,-10,4,0,4,False
ISMCTS,53,5,2,5,2,143,47,False
DQN,53,5,20,5,2,223,0,False
Random3,53,5,14,1,1,0,2,False
Random4,53,5,44,1,2,0,4,False
ISMCTS,53,6,16,14,4,144,47,False
DQN,53,6,23,3,2,223,0,False
Random3,53,6,6,-8,1,0,2,False
Random4,53,6,51,-8,3,0,4,False
ISMCTS,53,7,16,0,2,144,47,False
DQN,53,7,40,17,4,224,0,False
Random3,53,7,15,9,3,0,2,False
Random4,53,7,41,9,1,0,4,False
ISMCTS,53,8,17,1,2,144,47,False
DQN,53,8,41,1,2,224,0,False
Random3,53,8,39,24,4,0,2,False
Random4,53,8,31,24,1,0,4,False
ISMCTS,53,9,24,7,3,144,47,False
DQN,53,9,49,8,4,225,0,False
Random3,53,9,40,1,2,0,2,False
Random4,53,9,31,1,1,0,4,False
ISMCTS,53,10,26,2,2,144,47,False
DQN,53,10,62,13,4,226,0,False
Random3,53,10,45,5,3,0,2,False
Random4,53,10,27,5,1,0,4,False
ISMCTS,53,11,19,-7,1,144,47,False
DQN,53,11,66,4,3,226,0,False
Random3,53,11,45,0,2,0,2,False
Random4,53,11,46,0,4,0,4,False
ISMCTS,53,12,12,-7,1,144,47,False
DQN,53,12,70,4,3,226,0,False
Random3,53,12,64,19,4,0,2,False
Random4,53,12,46,19,2,0,4,False
ISMCTS,53,13,9,-3,1,144,47,False
DQN,53,13,70,0,2,226,0,False
Random3,53,13,69,5,3,0,2,False
Random4,53,13,60,5,4,0,4,False
ISMCTS,53,14,11,2,2,144,47,False
DQN,53,14,70,0,1,226,0,False
Random3,53,14,78,9,4,0,2,False
Random4,53,14,65,9,3,0,4,False
ISMCTS,53,15,33,22,4,145,47,False
DQN,53,15,70,0,2,226,0,False
Random3,53,15,72,-6,1,0,2,False
Random4,53,15,65,-6,2,0,4,False
ISMCTS,53,16,33,0,1,145,47,False
DQN,53,16,75,5,3,226,0,False
Random3,53,16,81,9,4,0,2,False
Random4,53,16,67,9,2,0,4,False
ISMCTS,53,17,33,0,1,145,47,False
DQN,53,17,76,1,2,226,0,False
Random3,53,17,93,12,4,0,2,False
Random4,53,17,70,12,3,0,4,False
ISMCTS,53,18,38,5,3,145,47,False
DQN,53,18,76,0,1,226,0,False
Random3,53,18,96,3,2,0,2,False
Random4,53,18,78,3,4,0,4,False
ISMCTS,53,18,28,-10,1,145,48,True
DQN,53,18,85,9,3,226,0,True
Random3,53,18,109,13,4,0,2,True
Random4,53,18,82,13,2,0,4,True
ISMCTS,54,1,1,1,2,145,48,False
DQN,54,1,12,12,4,227,0,False
Random3,54,1,0,0,1,0,2,False
Random4,54,1,3,0,3,0,4,False
ISMCTS,54,2,1,0,1,145,48,False
DQN,54,2,28,16,4,228,0,False
Random3,54,2,0,0,1,0,2,False
Random4,54,2,3,0,1,0,4,False
ISMCTS,54,3,1,0,1,145,48,False
DQN,54,3,38,10,4,229,0,False
Random3,54,3,6,6,3,0,2,False
Random4,54,3,3,6,1,0,4,False
ISMCTS,54,4,-8,-9,1,145,48,False
DQN,54,4,38,0,2,229,0,False
Random3,54,4,24,18,4,0,2,False
Random4,54,4,10,18,3,0,4,False
ISMCTS,54,5,3,11,3,145,48,False
DQN,54,5,38,0,2,229,0,False
Random3,54,5,39,15,4,0,2,False
Random4,54,5,0,15,1,0,4,False
ISMCTS,54,6,9,6,4,146,48,False
DQN,54,6,42,4,2,229,0,False
Random3,54,6,44,5,3,0,2,False
Random4,54,6,1,5,1,0,4,False
ISMCTS,54,7,5,-4,1,146,48,False
DQN,54,7,42,0,2,229,0,False
Random3,54,7,59,15,4,0,2,False
Random4,54,7,6,15,3,0,4,False
ISMCTS,54,8,5,0,1,146,48,False
DQN,54,8,45,3,3,229,0,False
Random3,54,8,72,13,4,0,2,False
Random4,54,8,6,13,1,0,4,False
ISMCTS,54,9,6,1,1,146,48,False
DQN,54,9,52,7,3,230,0,False
Random3,54,9,73,1,1,0,2,False
Random4,54,9,13,1,3,0,4,False
ISMCTS,54,10,12,6,2,146,48,False
DQN,54,10,58,6,2,230,0,False
Random3,54,10,64,-9,1,0,2,False
Random4,54,10,26,-9,4,0,4,False
ISMCTS,54,11,12,0,2,146,48,False
DQN,54,11,48,-10,1,230,0,False
Random3,54,11,68,4,3,0,2,False
Random4,54,11,48,4,4,0,4,False
ISMCTS,54,12,12,0,2,146,48,False
DQN,54,12,41,-7,1,230,0,False
Random3,54,12,70,2,3,0,2,False
Random4,54,12,69,2,4,0,4,False
ISMCTS,54,13,16,4,3,146,48,False
DQN,54,13,58,17,4,231,0,False
Random3,54,13,65,-5,1,0,2,False
Random4,54,13,69,-5,2,0,4,False
ISMCTS,54,14,20,4,3,146,48,False
DQN,54,14,75,17,4,232,0,False
Random3,54,14,66,1,2,0,2,False
Random4,54,14,63,1,1,0,4,False
ISMCTS,54,15,20,0,1,146,48,False
DQN,54,15,82,7,3,233,0,False
Random3,54,15,68,2,2,0,2,False
Random4,54,15,70,2,3,0,4,False
ISMCTS,54,16,30,10,3,146,48,False
DQN,54,16,96,14,4,234,0,False
Random3,54,16,59,-9,1,0,2,False
Random4,54,16,71,-9,2,0,4,False
ISMCTS,54,17,20,-10,1,146,48,False
DQN,54,17,96,0,2,234,0,False
Random3,54,17,60,1,3,0,2,False
Random4,54,17,96,1,4,0,4,False
ISMCTS,54,17,10,-10,1,146,49,True
DQN,54,17,115,19,4,235,0,True
Random3,54,17,64,4,3,0,2,True
Random4,54,17,99,4,2,0,4,True
ISMCTS,55,1,-6,-6,1,146,49,False
DQN,55,1,14,14,4,236,0,False
Random3,55,1,4,4,2,0,2,False
Random4,55,1,4,4,2,0,4,False
ISMCTS,55,2,-6,0,2,146,49,False
DQN,55,2,12,-2,1,236,0,False
Random3,55,2,20,16,4,0,2,False
Random4,55,2,6,16,3,0,4,False
ISMCTS,55,3,-3,3,2,146,49,False
DQN,55,3,2,-10,1,236,0,False
Random3,55,3,24,4,3,0,2,False
Random4,55,3,25,4,4,0,4,False
ISMCTS,55,4,-10,-7,1,146,49,False
DQN,55,4,5,3,3,236,0,False
Random3,55,4,43,19,4,0,2,False
Random4,55,4,26,19,2,0,4,False
ISMCTS,55,5,-9,1,3,146,49,False
DQN,55,5,5,0,2,236,0,False
Random3,55,5,59,16,4,0,2,False
Random4,55,5,25,16,1,0,4,False
ISMCTS,55,6,-2,7,4,147,49,False
DQN,55,6,10,5,3,236,0,False
Random3,55,6,59,0,1,0,2,False
Random4,55,6,29,0,2,0,4,False
ISMCTS,55,7,0,2,3,147,49,False
DQN,55,7,10,0,1,236,0,False
Random3,55,7,73,14,4,0,2,False
Random4,55,7,29,14,1,0,4,False
ISMCTS,55,8,4,4,2,147,49,False
DQN,55,8,2,-8,1,236,0,False
Random3,55,8,79,6,3,0,2,False
Random4,55,8,43,6,4,0,4,False
ISMCTS,55,9,4,0,2,147,49,False
DQN,55,9,-3,-5,1,236,0,False
Random3,55,9,96,17,4,0,2,False
Random4,55,9,47,17,3,0,4,False
ISMCTS,55,9,5,1,2,147,49,True
DQN,55,9,1,4,3,236,1,True
Random3,55,9,113,17,4,0,2,True
Random4,55,9,41,17,1,0,4,True
ISMCTS,56,1,-6,-6,1,147,49,False
DQN,56,1,2,2,2,236,1,False
Random3,56,1,2,2,2,0,2,False
Random4,56,1,18,2,4,0,4,False
ISMCTS,56,2,0,6,3,147,49,False
DQN,56,2,2,0,1,236,1,False
Random3,56,2,9,7,4,0,2,False
Random4,56,2,21,7,2,0,4,False
ISMCTS,56,3,-10,-10,1,147,49,False
DQN,56,3,6,4,2,236,1,False
Random3,56,3,25,16,4,0,2,False
Random4,56,3,27,16,3,0,4,False
ISMCTS,56,4,12,22,4,148,49,False
DQN,56,4,7,1,2,236,1,False
Random3,56,4,15,-10,1,0,2,False
Random4,56,4,30,-10,3,0,4,False
ISMCTS,56,5,5,-7,1,148,49,False
DQN,56,5,25,18,4,237,1,False
Random3,56,5,19,4,3,0,2,False
Random4,56,5,31,4,2,0,4,False
ISMCTS,56,6,-5,-10,1,148,49,False
DQN,56,6,34,9,3,237,1,False
Random3,56,6,36,17,4,0,2,False
Random4,56,6,31,17,2,0,4,False
ISMCTS,56,7,1,6,3,148,49,False
DQN,56,7,44,10,4,238,1,False
Random3,56,7,36,0,1,0,2,False
Random4,56,7,31,0,1,0,4,False
ISMCTS,56,8,2,1,2,148,49,False
DQN,56,8,44,0,1,238,1,False
Random3,56,8,42,6,3,0,2,False
Random4,56,8,40,6,4,0,4,False
ISMCTS,56,9,16,14,4,149,49,False
DQN,56,9,46,2,2,238,1,False
Random3,56,9,34,-8,1,0,2,False
Random4,56,9,48,-8,3,0,4,False
ISMCTS,56,10,16,0,2,149,49,False
DQN,56,10,53,7,3,238,1,False
Random3,56,10,28,-6,1,0,2,False
Random4,56,10,63,-6,4,0,4,False
ISMCTS,56,11,21,5,3,149,49,False
DQN,56,11,66,13,4,239,1,False
Random3,56,11,26,-2,1,0,2,False
Random4,56,11,63,-2,2,0,4,False
ISMCTS,56,12,15,-6,1,149,49,False
DQN,56,12,68,2,2,239,1,False
Random3,56,12,31,5,3,0,2,False
Random4,56,12,78,5,4,0,4,False
ISMCTS,56,13,20,5,3,149,49,False
DQN,56,13,68,0,1,239,1,False
Random3,56,13,38,7,4,0,2,False
Random4,56,13,82,7,2,0,4,False
ISMCTS,56,13,24,4,2,149,50,True
DQN,56,13,72,4,2,239,1,True
Random3,56,13,28,-10,1,0,2,True
Random4,56,13,100,-10,4,0,4,True
ISMCTS,57,1,-5,-5,1,149,50,False
DQN,57,1,4,4,3,239,1,False
Random3,57,1,16,16,4,0,2,False
Random4,57,1,1,16,2,0,4,False
ISMCTS,57,2,-13,-8,1,149,50,False
DQN,57,2,4,0,2,239,1,False
Random3,57,2,18,2,3,0,2,False
Random4,57,2,23,2,4,0,4,False
ISMCTS,57,3,-13,0,1,149,50,False
DQN,57,3,13,9,4,240,1,False
Random3,57,3,20,2,2,0,2,False
Random4,57,3,28,2,3,0,4,False
ISMCTS,57,4,-19,-6,1,149,50,False
DQN,57,4,29,16,4,241,1,False
Random3,57,4,24,4,3,0,2,False
Random4,57,4,30,4,2,0,4,False
ISMCTS,57,5,-18,1,2,149,50,False
DQN,57,5,33,4,3,241,1,False
Random3,57,5,24,0,1,0,2,False
Random4,57,5,41,0,4,0,4,False
ISMCTS,57,6,-14,4,2,149,50,False
DQN,57,6,37,4,2,241,1,False
Random3,57,6,32,8,4,0,2,False
Random4,57,6,41,8,1,0,4,False
ISMCTS,57,7,-12,2,3,149,50,False
DQN,57,7,51,14,4,242,1,False
Random3,57,7,32,0,1,0,2,False
Random4,57,7,41,0,1,0,4,False
ISMCTS,57,8,-22,-10,1,149,50,False
DQN,57,8,65,14,4,243,1,False
Random3,57,8,32,0,2,0,2,False
Random4,57,8,53,0,3,0,4,False
ISMCTS,57,9,-29,-7,1,149,50,False
DQN,57,9,65,0,2,243,1,False
Random3,57,9,34,2,3,0,2,False
Random4,57,9,74,2,4,0,4,False
ISMCTS,57,10,-22,7,3,149,50,False
DQN,57,10,78,13,4,244,1,False
Random3,57,10,25,-9,1,0,2,False
Random4,57,10,79,-9,2,0,4,False
ISMCTS,57,11,-9,13,3,150,50,False
DQN,57,11,91,13,3,245,1,False
Random3,57,11,25,0,2,0,2,False
Random4,57,11,69,0,1,0,4,False
ISMCTS,57,12,-1,8,4,151,50,False
DQN,57,12,91,0,1,245,1,False
Random3,57,12,28,3,2,0,2,False
Random4,57,12,74,3,3,0,4,False
ISMCTS,57,12,4,5,3,151,51,True
DQN,57,12,111,20,4,246,1,True
Random3,57,12,19,-9,1,0,2,True
Random4,57,12,74,-9,2,0,4,True
ISMCTS,58,1,20,20,4,152,51,False
DQN,58,1,0,0,2,246,1,False
Random3,58,1,0,0,2,0,2,False
Random4,58,1,-4,0,1,0,4,False
ISMCTS,58,2,24,4,3,152,51,False
DQN,58,2,0,0,1,246,1,False
Random3,58,2,0,0,1,0,2,False
Random4,58,2,8,0,4,0,4,False
ISMCTS,58,3,24,0,2,152,51,False
DQN,58,3,22,22,4,247,1,False
Random3,58,3,-10,-10,1,0,2,False
Random4,58,3,12,-10,3,0,4,False
ISMCTS,58,4,24,0,2,152,51,False
DQN,58,4,40,18,4,248,1,False
Random3,58,4,-8,2,3,0,2,False
Random4,58,4,8,2,1,0,4,False
ISMCTS,58,5,27,3,1,152,51,False
DQN,58,5,44,4,2,248,1,False
Random3,58,5,-3,5,4,0,2,False
Random4,58,5,12,5,2,0,4,False
ISMCTS,58,6,23,-4,1,152,51,False
DQN,58,6,61,17,4,249,1,False
Random3,58,6,-1,2,3,0,2,False
Random4,58,6,13,2,2,0,4,False
ISMCTS,58,7,17,-6,1,152,51,False
DQN,58,7,64,3,3,249,1,False
Random3,58,7,0,1,2,0,2,False
Random4,58,7,31,1,4,0,4,False
ISMCTS,58,8,10,-7,1,152,51,False
DQN,58,8,77,13,4,250,1,False
Random3,58,8,6,6,3,0,2,False
Random4,58,8,35,6,2,0,4,False
ISMCTS,58,9,0,-10,1,152,51,False
DQN,58,9,79,2,2,250,1,False
Random3,58,9,17,11,3,0,2,False
Random4,58,9,48,11,4,0,4,False
ISMCTS,58,10,0,0,2,152,51,False
DQN,58,10,81,2,3,250,1,False
Random3,58,10,13,-4,1,0,2,False
Random4,58,10,66,-4,4,0,4,False
ISMCTS,58,11,3,3,3,152,51,False
DQN,58,11,81,0,2,250,1,False
Random3,58,11,30,17,4,0,2,False
Random4,58,11,62,17,1,0,4,False
ISMCTS,58,12,-6,-9,1,152,51,False
DQN,58,12,85,4,3,250,1,False
Random3,58,12,30,0,2,0,2,False
Random4,58,12,83,0,4,0,4,False
ISMCTS,58,13,13,19,4,153,51,False
DQN,58,13,77,-8,1,250,1,False
Random3,58,13,30,0,2,0,2,False
Random4,58,13,88,0,3,0,4,False
ISMCTS,58,14,17,4,3,153,51,False
DQN,58,14,77,0,2,250,1,False
Random3,58,14,51,21,4,0,2,False
Random4,58,14,79,21,1,0,4,False
ISMCTS,58,15,36,19,4,154,51,False
DQN,58,15,83,6,3,250,1,False
Random3,58,15,42,-9,1,0,2,False
Random4,58,15,79,-9,2,0,4,False
ISMCTS,58,16,28,-8,1,154,51,False
DQN,58,16,88,5,3,250,1,False
Random3,58,16,43,1,2,0,2,False
Random4,58,16,97,1,4,0,4,False
ISMCTS,58,16,30,2,2,154,52,True
DQN,58,16,88,0,1,250,1,True
Random3,58,16,50,7,3,0,2,True
Random4,58,16,104,7,3,0,4,True
ISMCTS,59,1,0,0,1,154,52,False
DQN,59,1,5,5,3,250,1,False
Random3,59,1,3,3,2,0,2,False
Random4,59,1,8,3,4,0,4,False
ISMCTS,59,2,0,0,1,154,52,False
DQN,59,2,5,0,1,250,1,False
Random3,59,2,18,15,4,0,2,False
Random4,59,2,9,15,3,0,4,False
ISMCTS,59,3,8,8,3,154,52,False
DQN,59,3,-5,-10,1,250,1,False
Random3,59,3,32,14,4,0,2,False
Random4,59,3,13,14,2,0,4,False
ISMCTS,59,4,17,9,4,155,52,False
DQN,59,4,-5,0,1,250,1,False
Random3,59,4,33,1,2,0,2,False
Random4,59,4,19,1,3,0,4,False
ISMCTS,59,5,31,14,4,156,52,False
DQN,59,5,-7,-2,1,250,1,False
Random3,59,5,37,4,3,0,2,False
Random4,59,5,19,4,2,0,4,False
ISMCTS,59,6,21,-10,1,156,52,False
DQN,59,6,-1,6,3,250,1,False
Random3,59,6,53,16,4,0,2,False
Random4,59,6,23,16,2,0,4,False
ISMCTS,59,7,32,11,4,157,52,False
DQN,59,7,-1,0,1,250,1,False
Random3,59,7,53,0,1,0,2,False
Random4,59,7,28,0,3,0,4,False
ISMCTS,59,8,37,5,3,157,52,False
DQN,59,8,2,3,2,250,1,False
Random3,59,8,70,17,4,0,2,False
Random4,59,8,19,17,1,0,4,False
ISMCTS,59,9,29,-8,1,157,52,False
DQN,59,9,16,14,4,251,1,False
Random3,59,9,80,10,3,0,2,False
Random4,59,9,19,10,2,0,4,False
ISMCTS,59,10,32,3,1,157,52,False
DQN,59,10,19,3,1,251,1,False
Random3,59,10,86,6,4,0,2,False
Random4,59,10,23,6,3,0,4,False
ISMCTS,59,11,30,-2,1,157,52,False
DQN,59,11,36,17,4,252,1,False
Random3,59,11,87,1,3,0,2,False
Random4,59,11,23,1,2,0,4,False
ISMCTS,59,12,20,-10,1,157,52,False
DQN,59,12,50,14,4,253,1,False
Random3,59,12,91,4,2,0,2,False
Random4,59,12,31,4,3,0,4,False
ISMCTS,59,13,24,4,3,157,52,False
DQN,59,13,68,18,4,254,1,False
Random3,59,13,94,3,2,0,2,False
Random4,59,13,22,3,1,0,4,False
ISMCTS,59,13,27,3,3,157,52,True
DQN,59,13,68,0,1,254,1,True
Random3,59,13,107,13,4,0,2,True
Random4,59,13,22,13,1,0,5,True
ISMCTS,60,1,0,0,1,157,52,False
DQN,60,1,0,0,1,254,1,False
Random3,60,1,2,2,3,0,2,False
Random4,60,1,14,2,4,0,5,False
ISMCTS,60,2,-8,-8,1,157,52,False
DQN,60,2,4,4,2,254,1,False
Random3,60,2,18,16,4,0,2,False
Random4,60,2,18,16,2,0,5,False
ISMCTS,60,3,-18,-10,1,157,52,False
DQN,60,3,23,19,4,255,1,False
Random3,60,3,23,5,3,0,2,False
Random4,60,3,20,5,2,0,5,False
ISMCTS,60,4,-18,0,1,157,52,False
DQN,60,4,23,0,1,255,1,False
Random3,60,4,33,10,4,0,2,False
Random4,60,4,26,10,3,0,5,False
ISMCTS,60,5,-9,9,3,157,52,False
DQN,60,5,23,0,2,255,1,False
Random3,60,5,27,-6,1,0,2,False
Random4,60,5,39,-6,4,0,5,False
ISMCTS,60,6,-9,0,1,157,52,False
DQN,60,6,27,4,3,255,1,False
Random3,60,6,27,0,1,0,2,False
Random4,60,6,51,0,4,0,5,False
ISMCTS,60,7,-8,1,2,157,52,False
DQN,60,7,31,4,3,255,1,False
Random3,60,7,41,14,4,0,2,False
Random4,60,7,48,14,1,0,5,False
ISMCTS,60,8,-4,4,3,157,52,False
DQN,60,8,45,14,4,256,1,False
Random3,60,8,39,-2,1,0,2,False
Random4,60,8,48,-2,2,0,5,False
ISMCTS,60,9,3,7,3,158,52,False
DQN,60,9,52,7,3,257,1,False
Random3,60,9,40,1,1,0,2,False
Random4,60,9,49,1,1,0,5,False
ISMCTS,60,10,7,4,2,158,52,False
DQN,60,10,57,5,3,257,1,False
Random3,60,10,40,0,1,0,2,False
Random4,60,10,56,0,4,0,5,False
ISMCTS,60,11,17,10,4,159,52,False
DQN,60,11,57,0,1,257,1,False
Random3,60,11,43,3,2,0,2,False
Random4,60,11,59,3,2,0,5,False
ISMCTS,60,12,17,0,2,159,52,False
DQN,60,12,65,8,3,257,1,False
Random3,60,12,60,17,4,0,2,False
Random4,60,12,50,17,1,0,5,False
ISMCTS,60,13,17,0,2,159,52,False
DQN,60,13,86,21,4,258,1,False
Random3,60,13,55,-5,1,0,2,False
Random4,60,13,50,-5,2,0,5,False
ISMCTS,60,14,7,-10,1,159,52,False
DQN,60,14,89,3,2,258,1,False
Random3,60,14,71,16,4,0,2,False
Random4,60,14,57,16,3,0,5,False
ISMCTS,60,15,13,6,3,160,52,False
